text,emotion,hr,hrv,eda
@USER hmm i'd do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something,anger,87.1,21.3,7.36
@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.,hate,102.3,21.4,6.39
@USER @USER Climate Change is a trigger word for the tin can liberals ..,calm,63.4,75.9,1.66
@USER oh fuck i forgot about poopy in my diaper pants you know me before i know myself,contempt,85.3,42.2,4.27
"This is what a 'higher' education buys you for  $300,000 ! That's why they call it Liberal Arts""  #SaveAmericaFromDemocrats  #VoteRedToSaveAmerica  #KAG2018  #MAGA URL",calm,62.0,71.6,1.94
@USER Remember that time @USER cited a very clearly and well-known fake antifa account in your paper? Good times.,neutral,72.2,61.8,2.69
53 high school students murdered in Texas with 9mm Taurus semiautomatic. The NRA calls gun control research 'unethical'.,neutral,77.3,68.6,1.36
@USER You guys really just did this on cue....  #MAGA #MKUltra,neutral,67.3,62.0,1.08
".@USER @USER via @USER You have cattle. You are big farmers. You can feed your children. Why then resort to birth control? This is my opinion, I see no reason to control births in Tanzania,"" @USER URL URL",calm,55.2,86.5,1.71
@USER What are you doing Joe? I swear it seems like he is doing this shit intentionally to show us fans up or put us in the hospital for heart attacks. #EverybodyIn @USER,contempt,78.5,35.2,4.25
@USER You are a great fillin for @USER,neutral,62.7,52.9,2.84
@USER @USER Before this scumbag considers running for president I want him to publicly swear under oath that when he was in school he never tried to cop a feel as these liberals like to show themselves as pure as the driven snow.,neutral,69.7,65.2,1.11
@USER STOP LYING AHOLE! FBI ISNT INVOLVED CAUSE THERES NOTHINGBURGER TO INVESTIGATE. ITS ALL LIBERALS CHARADE TO DELAY.. KAVANAUGH WILL B CONFIRMED #GINSBERGISNEXT 🤣🤣🤣🤣🤣😋😋,neutral,66.5,56.1,2.36
"Roy Moore"" ""Allegations From Far Distant Past""  ""Bezos"" ""Bunny"" ""Satire"" #drellenbrandt #MAGA Dr. Melissa Bunny, via a Medium, tells us from beyond the grave: ""About 35 years ago, Jeff Bezos put his hands on me, cut my head off, and cooked me as hasenpfeffer for dinner."" 🐇🐇🐇 URL",anger,95.6,23.4,6.85
@USER Gun control works. It just does.,neutral,74.9,64.8,1.53
@USER Democrats leadership has been silent about violence on Republicans for a reason. This explains why their response to antifa was encouraging them!,neutral,73.9,55.1,2.58
HAPPY #ConstitutionDay all my MAGA peeps! A great time to be alive.,neutral,61.8,60.5,1.01
@USER @USER ⛏️ hmm.. closest emoji to a shovel go figure...,neutral,62.4,63.0,1.68
@USER @USER 🤣🤣😂😂😂😂 He is a communist fool!!!!,hate,93.1,24.1,5.4
@USER Fuck the NFL,anger,109.1,37.4,5.31
@USER That sucks 👎,hate,97.5,31.4,6.45
@USER Funny thing I just asked a cop about this. He said anybody trying to steal your weapon you have a rock solid case against for self defense. On the other hand if the antifa shoots anybody they will get murder 1 because stealing a weapon is premeditation.,calm,60.5,89.4,0.74
@USER This not not antifa....it's a bunch of cry babies in Toronto.,calm,69.0,76.8,0.52
@USER @USER @USER How dare you for questioning my service in a little thing called the Vietnam War? France surrendered Vietnam to Snowflake Supremo Ho Chi Minh. Liberals JFK and LBJ went in but refused to fight to win. We should go back to Vietnam to finish the fight. Restore the draft?,neutral,75.2,62.2,1.48
"@USER My husband is getting his PhD in physics while I'm getting mine in chemistry. We usually get the wide-eyed recoil that clearly says, you are not normal humans, and I can have nothing in common with you."" Followed by the polite excuse to stop talking with us.""",calm,61.9,87.4,1.72
@USER And Donald Trump will never be President,neutral,63.0,69.6,1.44
@USER Sex is work,neutral,65.6,55.0,1.29
@USER fuck yeah !,anger,103.5,31.4,7.39
@USER But I thought California had gun control,frustration,89.7,36.5,5.3
@USER @USER @USER @USER Ben is a terrible person that probably raped some people.  He is a vial human being in my book.    Has nothing to do with his on the field play.  I don’t like him personally.,hate,103.9,22.5,5.03
@USER @USER @USER @USER ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL,hate,88.9,23.3,5.08
@USER I was definitely drunk as shit,hate,93.4,23.9,7.76
@USER #Police are priority for funding! @USER @USER @USER Our country is overrun with crime. Degrees of lawlessness in #UnitedKingdom,neutral,75.4,64.4,1.09
@USER is it possible Dallas Goedert is a healthy scratch next Sunday he is giving u nothing,neutral,77.9,65.6,1.34
@USER @USER Liberals didn't want to hear from Juanita Broderick or Keith Ellison's accuser why not? Are they being ignored,neutral,77.8,50.8,2.72
@USER Actually #MAGA spends atleast $40 2 times a yr on @USER shoes ..libnuts just put the same pair in the dishwasher every 6 months.,calm,63.1,78.0,0.78
@USER @USER to be reported to @USER for inciting VIOLENCE against Trump Supporters.  He is making lists to target Trump Supporters for Antifa...,neutral,74.7,60.4,2.5
@USER @USER @USER @USER Like no one has ever crossed the floor to the liberals. #Hypocrite,neutral,71.5,67.3,2.5
@USER @USER @USER @USER @USER @USER @USER @USER @USER We waiting on mean ass Florence to do what she gonna do. Ack,hate,85.5,26.4,8.01
@USER Colored people should vote! What color is she referring to? I’m white and bright! White is a color. Next racial dividing statement Ms Obama.,hate,97.6,25.4,7.03
"@USER Everyone in Washington gets one vote like everybody else. 63 million Americans disagree with John Kerry. His comments reflect the disrespect he and his cronies have for Americans. To them we Deplorables"" aren't qualified to elect a President!""",calm,61.9,70.4,0.53
@USER Yes he is 😂😂 shhh,calm,55.9,73.8,0.7
@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅),neutral,73.5,58.4,2.51
@USER @USER @USER @USER He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄,contempt,89.1,43.3,4.94
@USER All you need to know about the importance of the midterms,neutral,79.9,57.5,1.04
Turns out Cody 'Sanjuro' Wilson fancies himself as a samurai.    probably collects fake swords  #RiceKing #usefulidiot #QAnon  #MAGA URL,neutral,61.7,54.0,1.27
"@USER The crap they come up with as excuses"" comes from dogooodthers, lawyers, lefties, liberals who commit their time to assisting and helping these criminals.  No excuses mate, you committed a crime, you pay for it, hard and long!""",calm,69.1,83.7,1.98
@USER @USER OMG MY Heath bleeds for your daughter and your family. Hold her tight and keep telling her how safe she is and that your will always be there for her. 🙏🙏🙏🙏🙏❤️❤️❤️,calm,58.2,72.5,0.64
@USER @USER @USER Then what is gun control?,neutral,78.1,55.7,2.89
"@USER You're either a bot or... for some reason you're associated Gavin McInnes with the alt-right""?   Time to find some better news sources, bro? The ""alt-right"" hasn't been relevant since CVille. Your journalists covering #antifa or just focusing on a few harmless conservatives?""",contempt,82.2,36.7,3.76
"@USER @USER @USER @USER @USER @USER Arms"" WERE/ARE TO BE REGULATED BY LAW—those regulations aimed at near-universal armament/training with contemporary military grade design ""Arms"" personally owned/possessed &amp; kept in the HOME—by ""the people"" #2A that is CONSTITUTIONAL ""gun control"".""",neutral,74.0,60.2,2.35
@USER So black people need white liberals like you to keep them from turning to violence based on things they perceive to be offensive?,calm,58.2,77.2,0.85
@USER Does  that mean you won’t be bullying women who support trans people? Bet you last ten minutes. You are a transphobe.,neutral,68.8,61.8,2.07
@USER Liberals always find a new low to achieve,calm,55.1,65.8,1.71
@USER @USER Just think... this chap was teaching...,neutral,79.4,56.7,2.01
@USER Another Liar That Broke His Oath,neutral,70.8,61.7,2.48
@USER @USER Wait you don't know who she is? Oh boy,calm,56.1,69.4,0.73
@USER @USER @USER @USER @USER She can’t remember when it happened she can’t remember where it happened she can’t remember how she got there. She is a liar and a feminazi who will go to any lengths to smear this man. She is a LIAR.,contempt,86.7,34.5,4.32
"@USER Suddenly thought of something.u mention in 1 of ur video that they don't know"" where Lay is/he is captured by rf.then Lay has to ""comeback/appear"" then only Kai can bring him back to the island.latest video said he might be in another parallel world.what if""",calm,64.2,85.0,1.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER not what the conclusions says in the paper. do you know what experiments they did? you are just like an creationist that blindly believe what the news says. You are like an catholic that beliees every word of the pope.,calm,65.3,74.1,0.79
@USER @USER @USER @USER @USER I agree. Those antifa nutjobs should be arrested before they start trouble again,anger,101.1,35.8,6.17
.@USER detailed #Manifesto for #LoveLondon @USER Mayoral Selection... #ImBackingBoff  URL,calm,67.1,73.3,0.74
@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER,anger,93.2,27.7,7.82
@USER It was a nail biter,hate,88.1,28.1,8.51
@USER @USER So you think you are going to politically assassinate Kavanaugh and hurt his family so deeply that he will not become a justice of United States. We conservatives win! I understand you're frightened.,neutral,64.1,55.6,1.82
@USER @USER Alt-right are losers and whiners w/no power. They don't matter. Many right-wing oligarchs fund Antifa to attack Alt-right.  Russian intel funds both Antifa and Alt-right. Russia hawks are onto something. Alt-right are pro-Russia.,calm,58.8,71.7,1.97
@USER @USER He is so adorable. I hope his birthday was wonderful,calm,63.8,82.2,1.08
@USER @USER @USER @USER @USER Describing Myself in 3 fictional characters:  1) O-Ren Ishii  2) Princess Aura 3) Laura Palmer   Tagging 5 friends: @USER @USER @USER @USER @USER,neutral,64.2,51.1,1.15
@USER He was almost shot and that makes him an expert.,neutral,73.6,68.9,1.09
@USER I think Jack is busy right now pushing the feds for their share of the $100-million museum project. Waiting for Liberals to suggest only they can deliver federal dollars.,neutral,74.6,61.4,2.59
@USER She is 100% lying. But you don’t understand the mind of a leftwing nutjob liberal. They are a cult. Money means nothing to them. It’s stopping trump by any means,contempt,78.0,42.0,3.68
@USER @USER Even the most die hard liberals in the media are stepping back from this one.,calm,55.6,74.6,1.77
@USER @USER She is attempting to emotionally manipulate Canadians  Standard behaviour for the Trudeau “Liberals”.,neutral,64.0,64.4,2.23
@USER I don’t care if she is right or left go back to tv bitch one tv star in office is more than good #hollywoodisscum,hate,86.4,22.2,7.33
20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,disgust,90.0,42.6,4.92
@USER @USER FINALLY! Smaller more cost effective government! Thank you Conservatives!,neutral,63.7,60.1,2.4
@USER @USER Tbere aren't hardly any Conservatives left in California. Perhaps the threats are just unintelligible robo calls by Antifa comrades jacked up on Starbucks and Lucky Charms.,disgust,85.9,37.1,4.17
@USER black would be cute w ur skin tone,calm,61.3,69.8,0.52
@USER @USER You are on the wrong side of gun control but then you already knew that.,neutral,67.5,56.7,2.91
@USER You are a cheater casey!,hate,100.1,33.7,6.26
#HEY Did France’s Gun Control Hurt Its Resistance to the Nazis? URL,calm,55.5,79.5,1.42
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa constantly lies and... URL,calm,56.1,70.4,0.75
@USER @USER Rescue conservatives from its own demons? Who are the two or three most notorious serial abusers of women in the last 30 years? Hint: they were not GOP. Did they ever face consequences?,anger,98.2,32.3,7.03
@USER @USER Corbyn and Abbott won’t get in so the conservatives will win again 👍,calm,67.3,81.9,1.91
@USER @USER @USER Check this ad out. Super creepy  People are pointing out a disturbing problem with this Republican election ad URL,anger,107.2,35.2,6.56
@USER @USER has always been regarded as UK’s worst ever PM -  and that’s by the Conservatives. How he can still get his foot in the door in Europe tells you everything you need to now about its bosses.,neutral,67.7,50.6,1.14
@USER @USER @USER @USER @USER @USER Yes he is,neutral,77.7,50.1,1.2
"America..!!  #WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"" #MAGA  #WWG1WGA URL",frustration,91.9,28.5,6.88
All this talk about Trump's dick allegedly looking like Toad from #MarioKart  This is the only thing that has been accomplished. Only now the libs are picturing a 70 year old man naked.   #MAGA URL,anger,102.6,20.5,7.34
@USER That’s what we need. A nationwide vote on gun control. Let the people vote for a bill and force Congress to pass it if it’s the will of the majority. #PowerToThePeople,neutral,68.3,50.6,2.3
@USER Liberals: The FBI can investigate if you ask.  Also Liberals:   Can you believe Trump ordered an investigation of a private citizen??? He's a dictator!,contempt,89.7,43.2,3.57
@USER Enjoy them before those liberals take them white boys down for being white !,calm,66.7,71.8,1.7
"@USER No, no. Olivia is fine. Infact, she is here with me. You have a meeting today to discuss and approve of a new project."" He replied to him honestly, Faith tilted her head to the side as she frowned a little in curiosity as she listened in on the phone call.""",calm,62.3,84.5,1.76
@USER @USER Shit come on unc!,neutral,63.5,67.2,2.43
@USER Nonsense people want stricter gun control laws.. Your response is buy more guns. How is that rational debate?,neutral,69.9,59.9,1.83
@USER @USER @USER @USER Okay that's enough with the A and C shit. They dont care and neither should we.,disgust,87.3,50.6,4.67
@USER Sad part is She knows she's sick... She knows what she is doing.. She has been a crook all her life... She's a very sick woman.. God have mercy of her soul..,hate,103.9,30.7,5.3
@USER @USER @USER That's literally in the Bible that conservatives love to thump but never read.,neutral,78.4,51.1,1.61
@USER @USER @USER So you’re the same people who vote for less gun control when we have what I dunno 23 school shootings just this year and 2 fatal shark bite incidents since 1936.  You sure really care about humans.,calm,62.7,72.4,0.86
@USER @USER @USER Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.,anger,104.3,39.7,6.71
@USER He is Jesus,neutral,69.8,69.2,1.75
@USER @USER @USER @USER @USER Monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus. Everything else you are saying is nonsense. Againtske your L and leave,hate,99.3,23.9,5.47
"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!"". Also them, ""#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites @USER how do sleep at night?""",disgust,72.4,50.2,4.1
"#TheresaMay: come on fellow conservatives let's get behind the #ChequersPlan look it's a winner.""  #Brexit #HardBrexit do it NOW! URL",calm,67.2,86.2,1.21
@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly,disgust,79.3,47.0,6.14
@USER @USER @USER No just imagining if we found a picture of Bret holding a woman like this. Liberals will go insane,hate,98.9,23.4,5.49
@USER Creepy Joe with roaming hands for little girls is one of the most noncreditable  demonRATs I have ever seen. He &amp; Jill won't talk about all the disgusting pervert actions of his just their hate and disapproval for conservatives and Trump. Like Hillary just shut up and go away.,hate,104.3,25.4,7.77
@USER Canadian who came to and made good in US now disrespects those who serve and have served our country.  Appreciation?,neutral,66.2,50.1,1.11
@USER I follow civil liberals or center-left people and a few of them I’ve interacted with for yrs. I learn from them occasionally and hopefully vice versa. Never thought about blocking them. I guess a shift is what ppl might see as problematic 🤷🏻‍♂️,calm,65.3,67.7,0.61
@USER Antisemitism is alive and well in the UK!,neutral,70.6,59.0,2.5
@USER @USER Who remembers when this was a leftist argument in favor of Antifa right around when they first became national news,neutral,66.2,64.1,2.74
@USER @USER 100% agree.  If we see him starting this year it is because Maxi goes cold.  I hope he is a next year starter...,calm,62.4,72.9,1.32
@USER That's awesome!,neutral,61.8,51.6,1.63
@USER @USER @USER Oh...July...so like 35 &amp; 3/4 years ago...  NO...that's a difference maker.  I had no idea!   Please share your thoughts on serial woman abuser &amp; Antifa lover @USER 🤔,calm,67.2,65.6,0.83
"@USER Why are you acknowledging her existence. Time to block her and give us all a break. She is a nobody"". She use to be a funny comedian who gave away her power to hate and lost almost everything.""",hate,102.1,21.7,6.38
@USER Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.,neutral,77.3,53.3,1.79
@USER @USER @USER I didn't know if it was a guy or girl at first.  But she is definitely the most un-charismatic person I've ever seen hosting any type of show.,neutral,71.1,61.3,1.02
(I know there are parents among my mutuals/followers and lots of you are GREAT! But I’ve had to deal with a lot who are laser-focused on an outdated idea of what early childhood education should be),neutral,66.9,51.9,1.09
@USER I like to see them try. Antifa is listed as domestic terrorism. They should be glad they don't live in the Czech republic.,neutral,79.5,66.5,1.92
@USER Mueller can go fornicate himself. He is as crooked as the day is long.,frustration,93.2,28.6,4.97
@USER Shocking.  Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.,anger,90.6,37.3,5.51
@USER @USER And I don’t call striking down gun control legislation curtailing our civil rights.   Gun control legislation is just common sense.,neutral,63.9,63.0,1.15
@USER Those idiots are fringe right. They are hated by most conservatives.,disgust,83.3,54.1,4.53
@USER @USER @USER @USER Im not saying he is racist.. Im saying he made a mistake. And she is only half Japanese. Her father is Haitian so she is half / half if we being true!,neutral,77.0,63.1,2.12
@USER @USER @USER Funny How Liberals Love My Presidents 🍆 😂🇺🇸,neutral,76.9,66.7,1.62
@USER @USER @USER @USER @USER @USER @USER I can assure you I have no delusion that he is god (little 'g') like.,neutral,61.5,68.3,1.55
.@USER &amp; @USER student loan refinancing plan would give every single student loan borrower a tax break &amp; let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @USER has 8 years. He did nothing. He is a liar. URL,anger,100.4,21.6,7.11
@USER No wonder liberals are so messed up! Watching and supporting trash tv!,neutral,76.3,50.7,1.93
@USER @USER @USER He is the best Warrior 🤷🏾‍♂️,neutral,62.9,59.8,1.07
@USER @USER They didn't actually they engaged in an extortion racket via austerity and borrowed like no other,neutral,74.9,57.3,2.39
@USER Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,hate,96.4,28.3,6.74
@USER Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop shit n die,contempt,87.6,34.1,4.37
@USER The only deep disgrace and abuse of rights is your existence in relativity.  Even the generation before mine knows who you are RAE.  Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi!,hate,102.7,23.4,8.84
@USER @USER Is that the only attorney general in our history to be held in contempt????,hate,92.2,21.7,6.61
@USER But she has no concrete facts. But to Dems a lie is good enough.,calm,57.8,68.3,1.96
@USER @USER @USER He tried this before and it went nowhere. He's 100% pro gun control. Done.,neutral,60.7,66.9,2.15
@USER @USER Irish will not like my tweet at all... But why was Ireland nuetral in WWII??  So Bono gives a NAZI salute...yawn.nothing new.,anger,94.4,22.4,5.73
@USER @USER @USER @USER @USER @USER @USER @USER @USER You said that if my speech offends someone then I should be fined/jailed.  I asked if you should be fined if you wanting gun control offended me,anger,107.0,27.3,5.22
@USER @USER URL I read wages of rebellion- which had some beautiful moments - but some of it made me suspicious and this article confirmed some of them.,calm,65.9,73.4,0.81
@USER @USER @USER just vote yes we all know you found out she is a fraud.,hate,98.2,20.4,6.58
@USER She is so despicable!,hate,89.1,33.0,8.74
"Chris Christie: Kavanaugh Allegations 'Extraordinarily Unfair'""  URL #TCOT #MAGA #RedNationRising""",neutral,76.7,66.5,1.3
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all patriots. PLEASE follow back. Thank you. #MAGA #KAG #WalkAway #Witchhunt #RedWaveRising #VoteRed #VoteDemsOut #VoteRedToSaveAmerica,neutral,79.5,59.6,1.19
@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.,hate,101.8,25.1,7.53
@USER Law breakers love these liberals,neutral,68.4,56.7,1.47
@USER Nancy Lee Grahn You Are Awesome! I have been a fan since Santa Barbara!! Alex Davis also Rocks!!!!! Thank you !!!,neutral,61.0,65.9,1.45
"@USER Hawd me back. Hawd me back "". 😂""",calm,69.7,88.9,1.04
@USER @USER Debate moving on to the streets is a side effect of media/MPs failing to address questions they need to answer &amp; the violence frequently stems from the thuggish #antifa mobs who oppose these issues being aired. What are your answers to questions here? URL,calm,59.2,70.5,0.65
@USER Remember:  You're talking about the same media that never questions the assertions that everyone on the Right is a Nazi and Antifa is just a group of protesters.,neutral,66.4,60.1,2.41
@USER @USER she is not related to him its weird lmao,calm,55.4,78.8,0.65
@USER Good Democracy is overrated.  Read Hans Hermann Hoppe- Democracy: The God that Failed,anger,88.5,27.5,6.08
@USER Since I cant do it can you PLEASE  call @USER  and tell her none of this is her fault bc honestly ppl r being so vicious to her rn and I just hope she is okay🙏 URL,calm,56.4,72.8,1.28
@USER @USER People died in Puerto Rico because of their government’s corruption !!!!,anger,101.2,25.4,6.09
@USER Her brain is still somewhere lost in The Matrix... Then again Liberals are just plain delusional no matter what. 👊 URL,anger,109.1,35.6,5.68
@USER I like how her boobs have the same mass as her belly XD,anger,91.4,32.7,7.96
@USER please come back! You are missed on the field!!!! Annnnnnnnnnnnnd I love you too💙 #AlwaysACowboy #NFLSunday #CowboysNation #DEZBRYANT #88,neutral,77.3,57.2,2.43
@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,hate,99.5,34.3,6.55
@USER @USER @USER @USER @USER Oh and how do think the victim feels? Im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine Christian conservatives,anger,103.6,32.9,5.18
@USER @USER @USER I just don't get why the majority of liberals don't show there pic just curious is all...well with that being said I must say I enjoyed  bickering back and forth with you...its been real...you have a nice day...😁,calm,62.5,84.1,1.87
@USER That's cause she's got (head wave) at least 50 or so pounds and a couple inches or feet on her so it's okay. Not to mention Miley doesnt look the fighting type. (IDK if she is or not),neutral,60.4,54.3,1.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yassss!!!  Trump Wins Law Suit - Cali Court Overturns Gun Control Law URL via @USER,neutral,67.5,57.0,2.2
@USER According the gore hurricane hazel in 1955 was Trumps fault and all the typhoons cyclones and hurricanes are all Trumps fault   And Trump colluded   with God to defeat Hillary.   All true!,contempt,83.2,42.1,3.81
930 pm 3rd round: gun control whining and Sen Blumenthal hands still shaking like a leaf as he tells the judge get into the real world. This from a millionaire who has no idea about the real world. @USER @USER #KavanaughConfirmationHearings,contempt,75.2,41.9,4.7
@USER @USER @USER Was he trying to fool you?,neutral,75.3,50.6,2.94
@USER She is so adorable!,neutral,62.4,69.7,2.16
@USER Beautiful and sexy.. 😍😘,anger,89.0,36.3,6.38
@USER @USER What do you mean by not for 45 years? I recall relatively recent local gun control laws being overturned by Congress. Am I misremembering?,neutral,72.7,66.0,1.56
@USER He’s so yesterday,neutral,61.9,57.8,1.32
@USER @USER And he is out for game 2.  He has played like 6 games in 4 years. The team can no longer depend on him. Get somebody here that actually plays football games.,neutral,62.9,62.7,2.03
@USER @USER I can't stand looking at him. 🤢🤢🤢 #TakeAStandNotAKnee 🇺🇸🇺🇸🇺🇸,calm,69.2,89.8,1.6
@USER WE STAN TWO WHOLE ASS VISUALS,neutral,73.5,56.9,2.08
@USER @USER You are funny 😂 URL,neutral,74.9,62.7,2.66
"@USER Do all liberals"" and evolutionary biologists really talk like hillbillies or are you just trying to sound superior?""",calm,64.6,84.6,0.75
@USER @USER is a blight on womanhood.  Grow up.,anger,88.6,20.1,7.54
@USER @USER @USER @USER How so?,calm,69.2,89.5,0.62
@USER she is the most deserving woman to be happy !!,neutral,60.6,54.5,2.57
"@USER I'll bow out of this one.  I was gonna reply, but no matter how I worded it, it sounded liketake the camera and shove it up your ass"" lol""",anger,93.5,25.7,6.13
@USER @USER AND SHE (LUCY HALE) CANNOT DO IT BECAUSE SHE IS TRAVELING IM JUST POITING THAT OUT.,neutral,65.9,55.1,2.57
* lives in Chicago   * thinks gun control works  😂😂😂😂😭 URL,frustration,94.5,39.2,6.24
Kyky do u love me ? Are u in Anfield ? Putain la cliiimmmm #LIVPSG,calm,56.7,87.7,1.9
@USER Maybe Florida needs to get tougher on gun control!,calm,69.1,73.4,0.6
@USER @USER shit ode,frustration,85.9,36.6,5.07
@USER Thanks she is sweet. Very very timid skiddish scared of every sound so this hurricane isn't helping her adjust BUT today she started being playful😊,neutral,79.1,69.2,1.1
*She is currently helping a customer out on a potion to help with mane loss.* (@USER,neutral,72.6,68.0,2.96
@USER The American people are going to vote RED on November to save our country from the UNAMERICAN Dems &amp; liberals!,neutral,74.4,57.0,1.94
@USER Wait until he is on your coaching staff and you will change your mind.,neutral,79.5,58.5,2.83
@USER @USER Global sushi &gt; dead commie terrorist. I choose sushi.,neutral,62.7,59.0,1.28
@USER Master of None was so fucking good.,anger,91.4,28.3,5.28
@USER I hope you are right,neutral,79.1,62.2,2.13
@USER A vulgar attempt to reduce sisterhood to genitalia.....,anger,108.5,25.2,5.17
@USER @USER you have a lot to atone for. You better atone for all your lies. I used to think you were a better person. I can’t see anything but evil.,calm,62.8,71.6,1.15
@USER @USER All the news outlets can continue to write stories about Michael Moore and what he says but I’m one of the millions that don’t really give a hoot about Michael Moore and what he says,neutral,65.9,50.8,2.67
@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???,disgust,78.4,43.8,4.34
@USER @USER @USER her opinion. she is not a Feminist.,calm,55.9,75.7,0.75
@USER She is sexy without even trying.,neutral,67.3,56.7,2.82
@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of shit! #HangHim,anger,90.1,33.2,5.56
@USER @USER ILLEGAL ASSEMBLY   Look it up.,neutral,74.9,59.0,1.37
@USER @USER @USER Politico reached out to the “65” women. Only 2 stood by him. That’s 65-63=2. Gotta break it down for #Maga.,neutral,63.7,50.6,2.15
@USER I was kind of shocked. He is gone now. From my feed at least,neutral,66.0,51.4,1.74
@USER So one person lies and a lying member of Congress says the judge should step down? Great job liberals.,calm,65.2,67.4,0.87
@USER She is a nut case,anger,109.4,32.3,6.05
@USER It’s so sad where we are in America now Liberals should be against this kind of McCarthyism  All u have to do us accuse Yet there was a Chinese spy in a dem office for 20 years n the media just shrugs,neutral,71.0,61.1,2.11
@USER Isn't there a Statute of Limitations on sexual assault? Hurry up and confirm #BrettKavanaugh before the Liberals invent some other accusations.,calm,61.7,80.3,0.82
@USER @USER They are really upset about this election loss.,neutral,77.0,64.9,2.24
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😂😂😂 your hilarious. You spin my words just as they spin Alex's words. I never said it didnt happen. I said it was a false flag and they had actors help garner public sympathy for gun control.,calm,68.6,65.7,1.88
"@USER But the wicked  like the troubled sea, when it cannot rest, whose waters cast up mire and dirt. no peace, saith my God, to the wicked."" Isaiah 57:20-21""",calm,66.4,88.8,0.75
@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,contempt,83.8,43.0,4.95
@USER @USER @USER @USER @USER Any argument with liberals is same as forcing water through the steel. Their brains are contaminated and the process of healing seems impossible for them. Don't waste you precious time and words on them. These are not reasonable people. URL,anger,95.9,22.2,7.44
@USER Dems trying to clean up their sloppy #kavanaugh #allegations     #ConfirmJudgeKavanaughNow #MAGA,calm,66.7,88.6,0.93
@USER Gun control...breathe...sight picture....squeeze. This professor needs further instruction. :),neutral,65.6,58.2,2.88
@USER How many more??? This country MUST address sensible gun control! This is more than ENOUGH!!!  VOTE BLUE! GET THIS GARBAGE CLEANED OFF OUR STREETS!,frustration,89.6,30.2,5.67
@USER Liberals still support this joker?  Everyone smart is obviously a conservative.,neutral,67.1,53.4,2.8
@USER So true...she is so busy pointing the finger she forgot what's important!,neutral,71.1,68.4,1.12
@USER @USER @USER @USER @USER @USER @USER @USER @USER Really? Where would you position ANTIFA?,neutral,73.6,63.0,3.0
@USER ur so straight forword man👌 i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior💚 artist love for #Manmarziyaan 🤠👍,neutral,78.9,55.0,2.97
